Username,Handle,Timestamp,Comments,Likes,Retweets,Text
Samuel Carvalho,@SamCarvalho,2021-02-08T16:17:25.000Z,"As of today, 12.2 million of us in the UK have had our 1st Coronavirus (COVID19) vaccination!

I’m glad to be part of this figure!

#COVIDー19 #COVID #Coronavirus #Vaccine #COVIDVaccination #Vaccination #COVIDVaccine",,,1
TMcK,@McKelvieTracy,2021-02-06T16:46:41.000Z,"Felt rather emotional myself this morning, after a year spent living in fear of #covid it felt like a first step towards hope & hopefully the chance to hug family & friends again soon 

#vaccine #CovidUK #CovidVaccine #COVIDVaccination #scotlandQuote Tweet
Hannah Wise
@hwise29
 · Feb 6
This week I was vaccinated and I cried. 

As an immunosuppressed person, every step outside my apartment has felt like a risk. I didn’t expect to get the call, or to drive 90 minutes to the clinic, but it happened.

Could this be what hope feels like?
https://nytimes.com/2021/02/06/world/vaccine-first-person.html…
Show this thread",,,2
sydredhead,@sydredhead,2021-02-05T21:01:50.000Z,Another teacher has been vaccinated  #covid #COVID19 #Covid_19 #vaccine #CovidVaccine #COVIDVaccination #teacher,,,2
Mohammad Ameer Hamza,@mameerhamza_,2021-02-05T15:21:47.000Z," 
#coronavirus #vaccine #COVID19 #COVIDVaccination #CovidVaccine #COVID",,,1
Dave Cross,@_Dave_Cross_,2021-02-05T13:08:12.000Z,Science > woo #COVID #COVID19 #vaccine #vaccination #CovidVaccine #COVIDVaccination,,,
Highfiver2021,@Highfiver2021,2021-02-05T08:09:59.000Z,"Choose one of the five charities
#COVIDVaccination  #vaccine #COVID #CovidVaccine #ScienceTwitter",,,
AnneXiety,@houseofxiety,2021-02-04T20:50:32.000Z,#proudlyvaccinated #CovidVaccine #COVIDVaccination #vaccination #vaccine #vaccinate #covid #covid19 #SmallBusiness #shopsmall,,,
AnneXiety,@houseofxiety,2021-02-04T20:44:35.000Z,#vaccinated #vaccine #vaccination #covid #covid19 #CovidVaccine #COVIDVaccination #coronavirus #pandemic #nurse #smallbusiness #shopsmall,,,1
Wayne Lopes,@waynenicholas84,2021-02-04T20:43:05.000Z,Yesterday I attended a funeral for someone who passed of Covid complications. Today I recieved my first Covid vaccine shot. This serves as a reminder to be thankful for our blessings. #COVID #vaccine #COVIDVaccination #CovidVaccine #VaccinesWork,,,2
AnneXiety,@houseofxiety,2021-02-04T20:39:53.000Z,#vaccination #vaccine #CovidVaccine #COVIDVaccination #CovidVaccinesideeffects #proudlyvaccinated #covid19 #covid #corona #etsy #etsyshop #smallbusiness #shoplocal #shopsmall #cute #kawaii #fox #procreateart,,,
AnneXiety,@houseofxiety,2021-02-04T20:34:07.000Z,#vaccination #vaccine #proudlyvaccinated #covid_19 #covid #COVIDVaccination #covidvaccine #etsy #etsyshop #smallbusiness #shoplocal #shopsmall #cute #kawaii #fox #procreateart #procreatedrawing #procreateillustration,,,
Blair D NYC,@blairdayton22,2021-02-03T21:41:03.000Z,"Ok, so, as I've been saying... maybe it's time to vaccinate based on age groups as opposed to people's jobs (esp when millions are outta work). 
#COVID19 #coronavirus #CovidVaccine #COVIDVaccination #covid #vaccine #vaccination #usa #Fauci #BidenAdministration 
@POTUS
 @NYGovCuomo",,,
Tiger Trav (C),@travmctravis,2021-02-03T18:45:47.000Z,The weird things you can find on the beach! #COVID19 #COVID #COVIDIOTS #coronavirusuk #MaskUp #Corona #idiots #vaccine #CovidVic #COVIDVaccination #CovidVaccine #fakenews #beach #sea #sand #outandabout #weird #odd #walk #exercise #peoplearefuckingstrange #god #religion #getthejab,,,
Tiger Trav (C),@travmctravis,2021-02-03T18:45:09.000Z,The weird things you can find on the beach! #COVID19 #COVID #COVIDIOTS #coronavirusuk #MaskUp #Corona #idiots #vaccine #CovidVic #COVIDVaccination #CovidVaccine #fakenews #beach #sea #sand #outandabout #weird #odd #walk #exercise #peoplearefuckingstrange #god #religion #getthejab,,,
Kingstowne Striders,@KTownStriders,2021-02-01T02:57:44.000Z,"How would you grade the Vaccine Rollout?

#COVID #COVID19 #coronavirus #vaccine #CovidVaccine #COVIDVaccination #coviddeathtoll #FauciOuchie #VaccineStrategyB
22.2%
C
22.2%
D
33.3%
F
22.2%
9 votes
·
Final results",,1,
Kingstowne Striders,@KTownStriders,2021-02-01T02:56:38.000Z,"How many people do you know personally, who have died from COVID?

#COVID #COVID19 #coronavirus #vaccine #CovidVaccine #COVIDVaccination #coviddeathtollMore than 5
0%
1-4 people
37.5%
None
62.5%
8 votes
·
Final results",,1,
Dana A,@AveryAbrams,2021-01-31T10:14:06.000Z,"#COVID19 
#Military 
#CovidVaccine #HoustonWeHaveAProblem 
 #vaccine 
@DonaldJTrumpJr
 #modernavaccine 
@NavyMedicine
 @JackPosobiec
 
#Heart problems!#COVID #MedTwitter #vaccinated
#CovidVaccinesideeffects #COVIDVaccination 
 SonverysickThe Evil That Men Do · Iron Maiden (Official Music Video)
The Evil That Men Do · By Iron Maiden (Official Music Video) Released Apr 28, 2008
facebook.com",,,
S h a y n e,@angieshayne,2021-01-31T02:14:55.000Z,Dad got his first COVID vaccine shot yesterday and I’m so thankful! Grandma is on the schedule for this weekend too! Once mom gets hers (no idea when) all close-contact family 65+ will be vaccinated!  #COVIDVaccination #COVID19Vaccine #vaccine #CovidVaccine #COVID,1,,1
Kay,@Kaysmit74997700,2021-01-29T17:59:10.000Z,"No wonder people are so confused with #COVID19 and #vaccine ... 
@BBCNews
 & 
@SkyNews
   #coronavirus #COVID #COVID19 #vaccine #vaccination #johnsonandjohnson #CovidVaccine #COVIDVaccination",,,
Frankie,@XEyezWideOpenX,2021-01-29T09:33:40.000Z,"57% of #Michigan nursing home staff, #residents decline #COVID19 #vaccine

#covid #coronavirus #CoronaVac #CoronavirusVaccine #CovidVaccinations #CovidVaccines #COVIDVaccination #CovidVaccine #JustSayNo #nursinghomes #NursingHome #NursingHomeDeaths57% of Michigan nursing home staff, residents decline COVID-19 vaccine so far
The first round of the program vaccinated about 38,500 of 90,000 people who were eligible.
mlive.com",,,
Albert DeAscentis,@AlbertDeAscenti,2021-01-28T13:51:26.000Z,"@TeamPelosi
 #UniteBlue #StimulusPackage  #StrongerTogether #thelincolnproject  #P2 #tcot #StrongerTogether2021 #vaccinations #vaccine #CovidVaccine #COVID #COVIDVaccination #ChinaVirusQuote Tweet
Melody Gutierrez
@MelodyGutierrez
 · Jan 28
BREAKING: Following shaky rollout, California strikes a far-reaching deal with Blue Shield for the health insurance company to oversee the distribution of COVID-19 vaccine doses to counties, pharmacies and private healthcare providers.https://latimes.com/california/story/2021-01-27/california-blue-shield-to-oversee-covid-19-vaccination-effort…",1,1,
Mumbai Tez News,@mumbaitez,2021-01-28T05:16:22.000Z,"#Delhi Doctor takes #COVID #vaccine shot, angry wife says ‘Why couldn’t you take me along’

#CoronaVaccine
#CoronavirusVaccine #CovidVaccine #COVID19 #COVIDVaccination
#healthcare0:56
368 views",1,3,4
"Dorothy Hensey, CS",@AngelHeartJoy,2021-01-27T06:15:58.000Z,"Finding Your Immunity from Disease https://youtu.be/ft3xjj4w1bI via 
@YouTube
 #Christianity  #Healing #Prayer #JesusChrist #Immunity #vaccine #vaccination #COVID19 #CovidVaccine #Covid_19 #COVID #COVIDVaccination #Covid19UK  #CHURCHISESSENTIAL #coronavirus #EndSARS #YouTube #YouTubersFinding Your Immunity from Disease
The prayer that reduces fear and brings out one's natural immunity to disease and heals symptoms of disease.First Church of Christ, Scientist, Port Townsend,...
youtube.com",,3,1
Peter,@petersafwat317,2021-01-26T07:48:41.000Z,"Tell everyone you are COVID FREE https://redbubble.com/i/mask/Hug-Me-I-m-Vaccinated-by-PeterSS/66728664.9G0D8?asc=u… #findyourthing #redbubble  #free #vaccine #vaccinate #Vaccinations #vaccinated #GetVaccinated #gettheshot #Covid_19 #COVID19 #COVIDVaccination #CovidVaccine #COVID #COVIDIOTSHug Me I'm Vaccinated Mask by PeterSS
Perfect clothing gift for a friend or family member birthday, anniversary, graduation, Christmas or any other gift giving occasion. • Millions of unique designs by independent artists. Find your...
redbubble.com",,,
Hannah Babiak - Photographer and Travel Blogger,@hlbphotography,2021-01-26T00:44:22.000Z,"Collection of Vaccine  Photos https://dreamstime.com/vaccine-colldet35339/#res8448184… #vaccine #VaccineStrategy #Covid_19 #COVID19 #COVID #CovidVaccine #COVIDVaccination #CovidVaccinesideeffectsCollection of Vaccine Photos
Collection of Vaccine Photos by Dreamstime. View and download our Vaccine Photos here.
dreamstime.com",,,2
PANIKED,@PANIKED856,2021-01-23T22:26:17.000Z,"THANK YOU PHILLY FIGHTING COVID!
Just got my first dose of Pfizer vaccine! I've had my lungs collapse 7 times b4 so it was important for me to get ASAP!
#Covid_19 #COVID19 #COVID #COVIDVaccination #CovidVaccine #coronavirus #vaccination #vaccine #vaccinated #Pfizer #COVIDIOT",,,
Joel Brill,@JoelBrill,2021-01-22T18:26:37.000Z,"#Headline News: While getting his #Covid 
#vaccine Arnold Schwarzenegger #tweeted, “Come with me if you want to live.” After scheduling his follow up booster shot, he said, “I’ll be Bach.”
#arnoldschwarzenegger #Arnold #CovidVaccine #COVIDVaccination",,,
ANI Multimedia,@ANI_multimedia,2021-01-15T16:00:00.000Z,Nagpur set for world's biggest COVID vaccination drive https://youtu.be/i_1a959g8Is #covid #vaccine #CovidVaccine #COVIDVaccination,,,
Carol Hafner for Congress,@VoteHafner,2021-01-14T13:37:43.000Z,"#COVID19 #CovidVaccine #COVIDVaccination #vaccine #coronavirus #CoronavirusStrain #CoronaVaccine #prison #Medicare4All #medicare #MedicareForAllNow #healthy #healthcare #GOPComplicitTraitors #Biden 

No Way Out: #COVID-19 behind bars in Texas https://youtu.be/QsE1A6C3Lhs via 
@YouTubeNo Way Out: COVID-19 behind bars in Texas
Prisons are prime incubators for disease, as social distancing and basic contagion protections are largely impossible behind bars. An investigation by WFAA a...
youtube.com",,,1
youtrader420,@youtrader,2021-01-13T17:01:44.000Z,"Hands up who thinks #BorisJohnson will make a complete cockup of the #vaccine roll out? 

#COVIDVaccination #COVID #CovidVaccine #Covid19",,,2
VUBBLE,@vubblePOP,2021-01-13T13:56:00.000Z,"Which Covid vaccine is better? https://tinyurl.com/y64b9r47 via 
@BBCNews
 ht 
@letstalkscience
 



#vaccine #vaccinations #COVID #COVIDVaccination #CovidVaccine #pandemic #medicine #pharmacology #medtech #explainer #Science #STEM #STEMed #SmartNews #SmartVideo #onlinelearning",,,
Sandra Crenshaw,@crenshaw_sandra,2021-01-13T03:36:52.000Z,"Healthcare worker Getting the COVID-19 VACCINE| Prevention of COVID| Mod... https://youtu.be/Bz7_hEv8MUc via 
@YouTube
#COVID #COVID-19 #CoronavirusVaccine #vaccine #COVIDVaccination #moderna #modernavaccine #Covid19UK #Covid_19 #COVID19Aus #CovidVaccineHealthcare worker Getting the COVID-19 VACCINE| Prevention of COVID|...
I have decided to show you the video of me getting the COVID 19 VACCINE. I have several reasons why I chose to get the vaccine. I will be uploading videos...
youtube.com",,,
PVHS Current Events Club,@currentevents13,2021-01-13T01:53:05.000Z,"hoping to speed up the U.S. vaccination campaign, vaccines are now available for people over 65 #vaccine #CovidVaccine #COVID #COVIDVaccination",,,3
Dr Jeffrey Lehrman,@DrLehrman,2021-01-12T18:48:10.000Z,"For those administering #COVID19 vaccine, a great tool from 
@AmerMedicalAssn
 here to find the correct CPT code:

https://ama-assn.org/find-covid-19-vaccine-codes?utm_source=Selligent&utm_medium=email&utm_term=%25m%25d%25y&utm_content=HS_CM_BreakingNew_COVID_Vaccine_Calculators_011221&utm_campaign=HS_CM_BreakingNew_COVID_Vaccine_Calculators_011221&utm_uid=12567066&utm_effort=&utm_h=…

#COVIDVaccination #CovidVaccine #COVID #vaccine #coding #medicine #doctor #doctors #hospitalFind your COVID-19 Vaccine CPT® Codes
ama-assn.org",,,
VUBBLE,@vubblePOP,2021-01-12T15:56:25.000Z,"Which Covid vaccine is better? https://tinyurl.com/y64b9r47 via 
@BBCNews
 ht 
@letstalkscience
 



#vaccine #vaccinations #COVID #COVIDVaccination #CovidVaccine #pandemic #medicine #pharmacology #medtech #explainer #Science #STEM #STEMed #SmartNews #SmartVideo #onlinelearning",,,
Naresh Tikait,@naresh_tikait_,2021-01-12T15:36:34.000Z,"Great #Breaking #News
#Indian Govt has started #Corona #Vaccine distribution of #Covaxin By #Bharat #Biotech for Corona Virus.

#BreakingNews #coronavirus #CoronaVaccine #Corona #COVID19 #COVIDVaccination #CovidVaccine #COVID #BharatBiotech #CoVaccine",1,3,4
Kanoon Sangrah,@KanoonSangrah,2021-01-12T14:59:52.000Z,"Bharat Biotech To Provide Centre With 16.5 Lakh Covid-19 Vaccines Free Of Cost: Officials

#vaccine #COVID19 #CovidVaccine #COVIDVaccination #COVID #CoronavirusStrain #BharatBiotech",,,2
Ronald,@RonaldTooTall,2021-01-12T14:58:31.000Z,"""When and how you’ll be notified about your place in the #vaccine line—and how proactive you’ll have to be in finding the information—will depend heavily on the state and city you live in."" 

#US #COVIDVaccination #COVIDVaccine #COVID #Coronavirus #HealthHow will you actually know when it’s your turn to get the COVID-19 vaccine?
When and how you’ll be notified about your place in the vaccine line—and how proactive you’ll have to be in finding the information—will depend heavily on the state and city you live in.
fastcompany.com",,,
Carl Natural 20 Shirts,@natural20shirts,2021-01-12T00:43:16.000Z,"Did you get your Covid Vaccine? Let everyone know!
https://teepublic.com/user/carlhuber/albums/68826-coronavirus-vaccine…
Facemasks available, too!

#vaccine #VaccinesWork #VaccineStrategy #vaccines #covid #COVID19 #COVIDVaccination #CovidVaccine #covidiot #Covid_19 #CoronavirusVaccine",,1,
Carol Hafner for Congress,@VoteHafner,2021-01-11T13:28:55.000Z,"#COVID19 #CovidVaccine #COVID #COVIDVaccination #Health #healthcare #Fauci #CDC #pandemic #nurses #Nurse

If #Military can be deployed outside #USA no reason #coronavirus #vaccines can’t be done:
#vaccine rollout confirms #PublicHealth officials’ warnings:Vaccine rollout confirms public health officials’ warnings
Public health officials sounded the alarm for months, complaining that they did not have enough support or money to get COVID-19 vaccines quickly into arms. Now the slower-than-expected start to th…
kron4.com",,,
Mary Keith,@seeafillem6277,2021-01-11T04:34:24.000Z,"This is what we need, not more lockdowns or vaccines. #vaccine #vaccinesafety #COVIDVaccination #COVID #CovidVaccineQuote Tweet
The Washington Post
@washingtonpost
 · Jan 11
More virus-zapping robots are coming, and they’re here to stay https://wapo.st/38vW0ll",,,
Kristen Wells,@DrKristenWells,2021-01-08T23:39:20.000Z,"Please RT: 

Attention San Diego health care workers! The #COVID19 vaccine is available to you next Monday at Petco Park! This includes our community health workers! Come out and protect yourself against #COVID!

#vaccine #COVIDVaccination #CovidVaccine #SanDiego #chw #healthcareQuote Tweet
Christopher A. Longhurst
@calonghurst
 · Jan 9
Very excited that @UCSDHealth is supporting the opening of the first @SanDiegoCounty ""vaccination super station"" on Monday @PetcoPark with support from @Padres @nathanfletcher @pattymaysent and many other leaders. Healthcare workers can sign up now!

https://countynewscenter.com/county-of-san-diego-to-open-first-vaccination-super-station-in-partnership-with-uc-san-diego-health-padres-and-city-of-san-diego/…",,4,7
AMI-audio,@AMIaudio,2021-01-08T14:02:43.000Z,"DAILY POLL: Are you concerned that politicians are bungling the vaccination effort?

#NOWDB #DailyPoll #TwitterPoll #COVID19 #COVID #Pandemic #Vaccine #COVIDVaccination #COVIDVaccineYes
72.7%
No
27.3%
22 votes
·
Final results",,1,1
Sol Luckman,@CrowRising,2021-01-01T16:16:55.000Z,"#MikeAdams Situation Update, Jan 1st - #Trump vs. the #globalist #genocide machine https://brighteon.com/946ac8f4-6497-4075-8230-db56ab9987a0… #vaccine #CDC #vaccinescam #vaccineindustry #COVIDvaccination #COVID #COVID19 #COVIDvaccine #masks #socialdistancing #scamdemic #plandemic #VoteFraud #ElectionFraud #FascismSituation Update, Jan 1st - Trump vs. the globalist genocide machine
For more updates, visit: http://www.brighteon.com/channel/hrreport NaturalNews videos would not be possible without you, as always we remain passionately dedicated to our mission of educating people...
brighteon.com",,,
graham.mann@h2obuildingservices.co.uk,graham.mann@h2obuildingservices.co.uk,2021-01-01T15:44:33.000Z,"Should we be concerned?
#COVID19 #COVIDIOTS #Covid #CovidVaccine #COVIDVaccination #coronavirus #coronavirusuk #HappyNewYear2021 #vaccination #vaccine #BreakingNews #BREAKINGQuote Tweet
Doctors’ Association UK
@TheDA_UK
 · Dec 31, 2020
We have real and grave concerns about these sudden changes to the Pfizer vaccine regime

It undermines the consent process, as well as completely failing to follow the science.

Here is our letter to @MattHancock and JCVI today

#covidvaccine",,1,2
YouKnowTheDox,@YouKnowTheDox,2020-12-16T17:05:20.000Z,#Covid #Covid19 #Corona #Coronavirus #SARSCoV2 #SARS_CoV_2 #Vaccine #Vaccination #CovidVaccine #CovidVaccination #Covid19Vaccine #Covid19Vaccination #CoronaVaccine #CoronaVaccination #CoronavirusVaccine #CoronavirusVaccination,,,
