Username,Handle,Timestamp,Comments,Likes,Retweets,Text
MJ23,@devchops,2021-05-11T09:55:54.000Z,"複数あるダンクがあるので、
他のダンクと交換希望です。
サイズは同じじゃなくても大丈夫な物もあります。
都内にて手渡し希望です。
DMください。
#dunk #snkrs #jordan #トレード　#NIKE",,,
ゴッド・クソメン,@tkhr1029,2021-05-11T09:55:43.000Z,"PS5キタ。
#NIKE #SNKRS #NIKEびいき",,,
Esquire*Attire,@esquireattire,2021-05-11T09:55:15.000Z,https://ebay.to/3iOIufa #NIKE Zoom Rival S Sprint Racing Track Field Spike,,,
animal_farm,@animal_farm2020,2021-05-11T09:55:10.000Z,"『Nike SB Dunk Low Hawaii 26.5cm (¥7,000)』 フリマアプリ「メルカリ」で販売中♪
https://item.mercari.com/jp/m46906239786

#nike #dunk #nikesb
#dunklowNike SB Dunk Low Hawaii 26.5cm(¥7,000) - メルカリ スマホでかんたん フリマアプリ
ナイキSB ダンクロー　ハワイです箱なし、替紐なし、パテントが割れてます履く分には支障ありません
mercari.com",,,
Twentyone_Bundle,@BundleTwentyone,2021-05-11T09:55:05.000Z,"#kasutbundlemurah #kasutbundlemalaysia #kasutbundlekuantan #shoesbundle #kasutmurah #kasutmurahmalaysia #kasut
#bundlekuantan #nikeairmax90 #nike #airmax",,,
Vanyelo,@Vanyel0,2021-05-11T09:54:41.000Z,#NIKE #Sneakers - https://luisaviaroma.com/74I-IUX004?utm_source=twitter&utm_medium=socialorg&utm_content=socialshare&__s=NDA2MTcyNg|b…,,,
[公式]千葉鑑定団 八千代店 古着,@YFurugi,2021-05-11T09:52:50.000Z,"【 #NIKE × #TRAVISSCOTT 】
#AIRJORDAN1 HIGH OG TS SP
を買い取りました(ﾟωﾟ)！

ヒューストン出身のラッパー""#トラヴィススコット""とのコラボモデル
外側のスウッシュを逆向きに配置し、シュータンと内側には自身のレーベル""#CACTUSJACK""のロゴがデザインされてます
https://instagram.com/p/COuDr1wBy4N/?igshid=1ipcjiefbfayq…",,1,
masa.,@masa74450924,2021-05-11T09:51:21.000Z,"良色ですなぁ〜
#nike 
#memberdays",,,12
"･͛♡̷̷̷･͛ ssunny˙ᴥ˙ 𐤀 𝑩𝒖𝒕𝒕𝒆𝒓
༘",@ggsunny97,2021-05-11T09:50:08.000Z,"ส่งต่อค้าบบ Nike AF 1 GS ขาวล้วน Size 39 ของแท้พร้อมกล่อง เราสั่งพรีมาผิดไซส์
 

´ˎ˗✦  3600 บาท ราคานี้หายากนะคะ

สนใจสอบถามเพิ่มเติมได้ค่ะ 
 #ขายรองเท้า #ส่งต่อรองเท้า #รองเท้า #รองเท้าผ้าใบ #ของแท้ #nike #AirForce #airforce1",,1,
JustInfo4us,@JInfo4us,2021-05-11T09:49:03.000Z,"Avalanche top Golden Knights 2-1, close in on 1st in West
https://zpr.io/RbYXn
#sports #football #sport #fitness #nfl #basketball #nba
 #training #soccer #gym #workout #baseball #motivation #follow #mlb #athlete #love #instagood #instagram #bhfyp #like #fit #photography #nike #Avalanche top Golden Knights 2-1, close in on 1st in West
Colorado coach Jared Bednar was blunt Monday night when asked how the Avalanche were able to pull out a come-from-behind 2-1 victory over the Vegas Golden Knights.""Simple. Goaltending - that
mindbodylove.biz",,,
[公式]千葉鑑定団 八千代店 古着,@YFurugi,2021-05-11T09:48:44.000Z,"新作スニーカー高額買取中です！
話題の新作から定番スニーカーまで何でも高額買取致します！
#スニーカー #買取

是非 #やちかん にスニーカーをお売りください！
#nike #ナイキ #adidas #アディダス #vans #ヴァンズ #converse #コンバース

https://instagram.com/p/COt9aoRBnBP/?igshid=th1sif13yynw…",,,
[公式]千葉鑑定団 八千代店 古着,@YFurugi,2021-05-11T09:45:24.000Z,"#NIKE なんでも1000円買取保証致します！
#スニーカー #買取

品番、モデル問わずなんでもOK！
箱なしでも大歓迎です！
※メンズサイズ(26.5〜29.0cm)が対象です。
※加水分解、穴あき(ソール、内張り)、レディース、キッズサイズは対象外です。
※予告なく終了する場合があります。",,,
BENÉ,@zenga_bene,2021-05-11T09:41:22.000Z," Chelsea | Nike Purple Jersey | Concept Kit 
__
Fav et RT appréciés (Cost $0)
__
#conceptkit #kitconcept #kitdesign 
#photoshop #mood #Chelsea #nike #jersey #Nike",,1,7
yam,@y4218021,2021-05-11T09:37:18.000Z,"2時間の出社（笑）
帰ってからリモート。いい時代やわ

お気に入り
#NIKE",,,1
spocado,@SPOCADO1,2021-05-11T09:36:24.000Z,"[sports spirit_마이클조던 ] 2탄! 
NBA전설, 농구황제 #마이클조던 붐을 일으킨 트렌드들은 어떤게 있을까요? '에어 조던 1'
 'Air Dior' 
 '조던 서울'
#Jordan #nike #에어조던 #airJordan #airJordan1 #AirDior #Dior #조던서울 #가로수길 #Jordanseoul #유튜브스포카도 #스포카도 #spocado",,,
rahul,@krysimlove,2021-05-11T09:35:23.000Z,"Koi kehta tha bigg boss asim tujhe janta hi kaun hai 

BACK TO START POSTER OUT 

#BackToStart 
#AsimRiaz #AsimSquad #nikeQuote Tweet
Team Asim Riaz Official
@IamAsimRiaz1
 · 6h
#AsimRiaz latest insta story 

#BackToStart
limited edition sneakers nike

BACK TO START POSTER OUT",,7,4
運命の乙姫BLACK,@BlackOfliew,2021-05-11T09:35:17.000Z,"メルカリにりなちゃんの靴をイメージしたカスタムメイドのシューズが出品されています。凄く欲しいんだけど、サイズが25センチで小っちゃいんだよなぁ
#メルカリ 
#ニジガク 
#虹ヶ咲学園スクールアイドル同好会 
#天王寺璃奈 
#nike 
#airforce1 
#ladys",,,
岩崎タイチ【今夏ソロAlbumリリース！】,@taconoshiri,2021-05-11T09:31:04.000Z,"AJ1 HI OG ""ハイパーロイヤル""
この色はズルい。。
プレ値でもやっぱ我慢できなかった
めちゃくちゃ大事にします
#nike #AJ1 
#ハイパーロイヤル 
#SNKRDUNK",1,,4
Anirudh A Damani,@showmedamani,2021-05-11T09:30:18.000Z,"Showing up is winning half the battle; brilliant campaign! 
@Nike
 
 
#marketing #Nike #brand #communication #customers #advertisement #approach #winning #participating #founders #entrepreneurs #investorsNew Nike ad celebrates being rubbish at sport
Nike's new ad is part of a campaign titled Play New, which emphasises the joy of taking part in sport, even if you're a bit crap at it
creativereview.co.uk",,,
Charles Allen,@cainvestment101,2021-05-11T09:28:57.000Z,"So good I had to share! Check out all the items I'm loving on 
@Poshmarkapp
 #poshmark #fashion #style #shopmycloset #nike #newera #underarmour: https://posh.mk/cHkVeV6uagb",,,
OT Minaya,@Big_OT23,2021-05-11T09:28:54.000Z,"So good I had to share! Check out all the items I'm loving on 
@Poshmarkapp
 #poshmark #fashion #style #shopmycloset #nike #jordan: https://posh.mk/hxlNiK6uagb",,,
Lukas Korba,@lukaskorba,2021-05-11T09:28:40.000Z,Escape from The Sun #burnt #run #running #run #nike #nikeplus #nikerun #nikerunning #nikerunclub #nrc #inov8 #training #marathontraining #justdoit #mylifeisrun,,,1
Eclectic_Outfitters,@EclecticOutfitr,2021-05-11T09:28:31.000Z,"So good I had to share! Check out all the items I'm loving on 
@Poshmarkapp
 #poshmark #fashion #style #shopmycloset #seven7 #nike #michaelkors: https://posh.mk/8MDp714uagb",,,
Kari Kleppin,@KKleppin,2021-05-11T09:28:11.000Z,"So good I had to share! Check out all the items I'm loving on 
@Poshmarkapp
 #poshmark #fashion #style #shopmycloset #staud #champion #nike: https://posh.mk/4CJ0nz3uagb",,,
Tammy Hanenburg Liberona,@LiberonaTammy,2021-05-11T09:28:08.000Z,"So good I had to share! Check out all the items I'm loving on 
@Poshmarkapp
 #poshmark #fashion #style #shopmycloset #brooksbrothers #nike: https://posh.mk/UzwOel3uagb",,,
gabriela pastores,@pastores_g,2021-05-11T09:27:59.000Z,"So good I had to share! Check out all the items I'm loving on 
@Poshmarkapp
 #poshmark #fashion #style #shopmycloset #shein #nike #express: https://posh.mk/iLTOaD2uagb",,,
FastSoleUK,@FastSoleUK,2021-05-11T09:27:57.000Z,"Such A Mesmerizing Shoe
Up For Grabs!!

Footdistrict>https://bit.ly/3t84EgO
Solebox>https://bit.ly/3gShygK

#nike #airforce1 #blue #womens #exclusive #trendy #phenomenal #hit #top #latest #classic #stunning #instock #sneakerfreak #sneakerlover  #stylelicious #fastsole",,,
FastSoleUK,@FastSoleUK,2021-05-11T09:20:21.000Z,"Such A Remarkable Shoe
Available Now!!

Overkill>https://bit.ly/3nB8jCJ
asphaltgold>https://bit.ly/330v5KU
43einhalb>https://bit.ly/3t8KH9S

#nike #airmax95 #orange #sail  #exclusive #trendy #phenomenal #hit #top #latest #classic #stunning #instock #stylelicious #fastsole",,,
Bowtiesaint,@Bowtiesaint,2021-05-11T09:19:13.000Z,"Chicago we have lift off... Thanks to 
@regularolty
 for the assist #nike #nikeoverbreak #thisplaceisnotmyhome #chicago #sneakers #liftoff #floatingonclouds @ Chicago, Illinois https://instagram.com/p/COujX5gtaCj/?igshid=a9swto3ssvzu…",,,
Shirt King,@ShirtKingSOE,2021-05-11T09:18:42.000Z,"Issued ? / full player spec 2008 #Nike #Arsenal Theo Walcott away longsleever - Adult Medium- very good condition- £100 (OR NEAREST OFFER!) INC rec. POST (UK, ROTW- DM for quote) - shirtsofexcellence@gmail.com",1,1,5
iBellus,@Belluus_,2021-05-11T09:18:25.000Z,"Holy shit , #JustDoIt might be the best motivational quote ever thanks #Nike",,,
AsimRiazNews,@AsimRiazNews,2021-05-11T09:14:35.000Z,"#AsimRiaz's latest Insta story :
Worldwide brand #Nike is realeasing special edition shoes for #AsimRiaz's #BackToStart 
BACK TO START POSTER OUT",,15,4
FastSoleUK,@FastSoleUK,2021-05-11T09:13:32.000Z,"It's Not That Late Yet
Make It Yours!!

END>https://bit.ly/3f2dIyX
SNS>https://bit.ly/3dipiGI
ISM>https://bit.ly/3v1ZHaL

#nike #airmax #midnight #navy #exclusive #trendy #phenomenal #hit #top #newlook #latest #classic #stunning #instock #sneakerfreak #stylelicious #fastsole",,,
Cullen Tillotson,@cullentillotson,2021-05-11T09:08:50.000Z,FFS... wish my #nike CrossFit trainers were. But more robust...,,,
花鳥風月,@office_papa0215,2021-05-11T09:05:59.000Z,"近所のぐるぐる倉庫は品揃え豊富だな....
#NIKE #DUNK #AirJordan",,,
Deportes Sellés,@adselles,2021-05-11T09:05:15.000Z,"OFERTA -50 % dto. 
Durante este mes encontrarás las zapatillas ZOOM STRIKE, en dos colores a Mitad de precio.

#armeriadeportesselles #selles #nike
#zapatillas #ofertas #mitaddeprecio
#notelopierdas #ofertaenzapatillas",,,
🅛︎🅔︎🅔︎🅒︎🅗︎🅤︎🅝︎🅖︎🅐︎🅗︎ Philippines,@leechungah_PH,2021-05-11T09:05:13.000Z,"[TIME HOP]
On this day May 11, Lee Chungah posted this photo last 2016.
광고) NIKE TRUCK 
말도 안돼 
프레스토가 나를 찾아왔다!!!!
-
#꿈과희망의나라로 #NIKE
#instanthappiness #AirPresto #prestotruck
------
#leechungah #leecheongah
#이청아  #李清娥  #イチョンア",1,,1
Bigup_Hiroyuki,@R_escolpio,2021-05-11T09:04:53.000Z,"£が高いからUKは控えようと思った矢先にかいw
どうせ当たらんからええけどw

#nike #ambush #dunk",,,1
Stefania Bartolozzi,@StefaniaMKTG,2021-05-11T09:01:03.000Z,".
@Nike
's ""Play New"" #campaign celebrates the freedom of not getting it right on the first try.
Try something new is always a win.
There’s always room for #improvement.
#PlayNew #Nike #resilience #failure #fail #growthmindset #NeverGiveUp #ads #AdvertisingPlay New
Trying something new may not be pretty, but it is pretty awesome. Play New.
nike.com",,1,1
inxxofficial,@inxxofficial,2021-05-11T09:00:54.000Z,"In 2006, inspired by the Powerwall legend ""lemonade"", Nike created another air max 1. All are reworked in a new soft pink, Strawberry Lemonade themed palette. Soft yellow accents appear throughout, completing the last nod of modeling inspiration.#Sneakers #nike",,,1
north_pace825,@pace825,2021-05-11T08:50:43.000Z,"Supreme Small Box Zip Up Hooded Sweatshirt
Ash Grey 
Medium

#supreme #シュプリーム #nike #ナイキ 

＃84 Supreme Small Box Zip Up Hooded Sweatshirt / Ash Grey / 21SS Week11 https://youtu.be/rnJaRGIq-70 
@YouTube
より",,,
north_pace825,@pace825,2021-05-11T08:49:37.000Z,"Supreme FTP Hooded Sweatshirt
Brown
Medium

#supreme #シュプリーム #nike #ナイキ 

＃83 Supreme FTP Hooded Sweatshirt / Brown / 21SS Week8 https://youtu.be/YkC5SMs71U0 
@YouTube
より",,,
FastSoleUK,@FastSoleUK,2021-05-11T08:49:27.000Z,"Another Striking Shoe
In Stocks Now!!

END>https://bit.ly/2QNDKy1
Sevenstore>https://bit.ly/2QZPRaC
SNS>https://bit.ly/3nyXUHM

#nike #waffletrainer2 #velvet #brown #exclusive #trendy #phenomenal #hit #top #newlook #latest #classic #stunning #instock #stylelicious #fastsole",,,
north_pace825,@pace825,2021-05-11T08:48:30.000Z,"Supreme FTP Hooded Sweatshirt
Ash Grey
Medium

#supreme #シュプリーム #nike #ナイキ 

＃82 Supreme FTP Hooded Sweatshirt / Ash Grey / 21SS Week8 https://youtu.be/OxYJf2y6DMc 
@YouTube
より",,,1
はっちばっち,@8hatchbatch8,2021-05-11T08:48:25.000Z,"NIKE Air Zoom GT Cut  Performance Review https://youtu.be/PLBNjGact2U 
@YouTube
より 

#nike
#NIKEAirZoomGTCut 
#PerformanceReview
#kicks
#バッシュ
#レビュー
#VlogNIKE Air Zoom GT Cut Performance Review
28cm（US10）で449ｇです。以下の評価は参考までに。Forefoot Cushion 9.5/10（満点に近い）Rearfoot Cushion 9.5/10（9点に近い）Traction & Grip 10/10Support & Fit 10/10Others　...
youtube.com",,,1
山田みのる,@konnyagashimada,2021-05-11T08:48:14.000Z,"俺は勝ち組だよ
金持ちの家に生まれたイケメンだし
ハイドに似てると言われたことあるし

生まれながらの勝ち組
人気キャバ嬢落としたしな

お前ら知的障害には無理だろ

#NIKE
#SUPREME
#hyde
#山田みのる
#似てると思ったらリツイート https://mtbrs.net/ps_konnyagashimada_MP8btPB_jpg…",,,
north_pace825,@pace825,2021-05-11T08:47:25.000Z,"Supreme Supreme®/Nike® Air Max 96
DARK ARMY/SPEED RED-CLEAR
CV7652-300

#supreme #シュプリーム #nike #ナイキ 

＃85 Supreme®/Nike® Air Max 96 / Woodland Camo / CV7652-300 / 21SS Week11 https://youtu.be/a9sHXEFfQ84 
@YouTube
より",,,
Tomachollos.com,@Tomachollos_com,2021-05-11T08:47:13.000Z,"¡TOMA CHOLLO! Chaqueta Nike ACG solo 38,50 euros. 67% de descuento. https://tomachollos.com/chaqueta-nike-acg-barata/… #chollos #ofertas #cupones #descuentos #nike",,,
north_pace825,@pace825,2021-05-11T08:45:57.000Z,"NIKE WMNS DUNK LOW ""LASER ORANGE""
LASER ORANGE/LASER ORANGE-SAIL
DD1503-800

#nike #ナイキ #supreme #シュプリーム 

＃81 NIKE WMNS DUNK LOW ""LASER ORANGE"" / DD1503-800 https://youtu.be/KbSnxw97ZW4 
@YouTube
より",,,
Bullet Japan Official,@GarageBullet,2021-05-11T08:43:44.000Z,"はよ履きたいけど、出かける所もないwww
SUPREME®︎  NIKE®︎ AIR FORCE1 
#supreme #nike #シュプリーム #ナイキ #airforce1",,,10
𝐒𝐧𝐞𝐚𝐤𝐞𝐫𝐱𝐨𝐱 พรีเกาหลี ญี่ปุ่น เมกา อังกฤษ,@sneakerxox,2021-05-11T08:39:15.000Z,"ยังอยู่น้า พร้อมโอนลดได้อีกจ้า 
#nike #af1paranoise #airforce1Quote Tweet
𝐒𝐧𝐞𝐚𝐤𝐞𝐫𝐱𝐨𝐱 พรีเกาหลี ญี่ปุ่น เมกา อังกฤษ
@sneakerxox
 · Mar 31
Nike x GD Paranoise V. 2

Rare Size 7.5us 23,900 บาท
เหลือ 1 คู่ มารับน้องไปเลย

โอนเต็มลดได้อีก
ผ่อน 0% นาน 3 เดือน ไม่ต้องใช้บัตร
Show this thread",,,2
FYB Summer League Basketball,@FYBWildcats_,2021-05-11T08:28:26.000Z,"So good I had to share! Check out all the items I'm loving on 
@Poshmarkapp
 from 
@ferociousVEE
 #poshmark #fashion #style #shopmycloset #polobyralphlauren #nike: https://posh.mk/BNmvOJWvQfb",,,
Stephanie Daniels,@freakschick_23,2021-05-11T08:28:20.000Z,"So good I had to share! Check out all the items I'm loving on 
@Poshmarkapp
 #poshmark #fashion #style #shopmycloset #shein #nike #tommybahama: https://posh.mk/MbXcBpMqagb",,,
barbara,@barbasaler,2021-05-11T08:28:09.000Z,"So good I had to share! Check out all the items I'm loving on 
@Poshmarkapp
 #poshmark #fashion #style #shopmycloset #sovereigncode #nike #jem: https://posh.mk/p7vwGLUvQfb",,,
Rosemary Krayniak,@RosemaryKrayni1,2021-05-11T08:28:04.000Z,"So good I had to share! Check out all the items I'm loving on 
@Poshmarkapp
 #poshmark #fashion #style #shopmycloset #nike #calvinklein #premise: https://posh.mk/Yw82peLqagb",,,
JJ,@_UnUsual6,2021-05-11T08:27:55.000Z,"So good I had to share! Check out all the items I'm loving on 
@Poshmarkapp
 from 
@JickyJoe
 #poshmark #fashion #style #shopmycloset #dior #daisyfuentes #nike: https://posh.mk/pkdsZwKqagb",,,
Missy Jones,@tammatta,2021-05-11T08:27:49.000Z,"So good I had to share! Check out all the items I'm loving on 
@Poshmarkapp
 from 
@anafinancialpla
 #poshmark #fashion #style #shopmycloset #reebok #nike #rocawear: https://posh.mk/e8uFt6Jqagb",,,
Kenny,@Kenny99946515,2021-05-11T08:27:37.000Z,"So good I had to share! Check out all the items I'm loving on 
@Poshmarkapp
 #poshmark #fashion #style #shopmycloset #robertgraham #paulfrederick #nike: https://posh.mk/rsNrYdJqagb",,,
Daniele,@Daniele34016563,2021-05-11T08:22:49.000Z,"Our Last week was:
Air Jordan 1 Crimson Tint

thanks to family of 
@checkouters
 

#dmd_cop #nike #jordan #jordan1 #crimson #shoes #passion #going",,,
Bazarcomposit,@bazarcomposit,2021-05-11T08:22:42.000Z,New inter Milan shirt. is it possible to make it uglier? #InterMilan #nike,,,
Morris,@worrisc,2021-05-11T08:22:26.000Z,"NIKE INTER MILAN 21-22 HOME KIT.

Edit vs leak. Pareri? 

#Inter #Nike",3,2,
Daniele,@Daniele34016563,2021-05-11T08:20:42.000Z,"Last Cop 
@checkouters
 
@FlareAIO
 

#cop #roma #dmd_cop #dunklow #panda #dunk #nike",,1,1
Its YourBwoy (Esports 24x7),@Its_yourbwoy,2021-05-11T08:19:09.000Z,"@Sony
 teams with 
@Nike
 on 
@PlayStation
 5-themed sneakers

Source - Tech Spot / 
https://www-techspot-com.cdn.ampproject.org/c/s/www.techspot.com/amp/news/89569-sony-teams-nike-playstation-5-themed-sneakers.html…

#sneakers #playstation #nike #espor",,,
sum213,@sum213213,2021-05-11T08:16:41.000Z,"弊社事務所にて
今日の休日出勤は新人君の使うデスクの納品に誰かが立ち会う必要があったため
実務の部分に限らず見えない裏方の部分でも、周りの人に支えられて一人前になっていくんだということを忘れずに成長してほしい☻
#NIKE
#JORDAN
#AirJordan1
#Shadow
#DONぐり",1,,29
erVipera,@erViperUK,2021-05-11T08:09:41.000Z,"Replying to 
@it_interPensavo era brutta quella di quest'anno... ma sembra l'anno prossimo sarà peggio! 
 Ma non sarà ora di mollare la #Nike",,,2
TheKitman.co.uk,@TheKitmanUK,2021-05-11T08:09:17.000Z,"Checkout this Nike Total 90 Sleeveless Training Shirt (M)!

Buy Now or Make An Offer at https://tinyurl.com/yheg7js7 

Free UK P&P! 

Tracked Worldwide Shipping!

#Nike #Total90 #TrainingShirt #TheKitman",,,
chiho-chiho,@f7f6076678d9481,2021-05-11T08:09:05.000Z,"運営にゴキブリとスニーカーの写真送って、着払いで全額返金対応となったんだけども、モヤモヤ。
#スニーカー
#NIKE
#OffWhite
#スニーカーアプリ",,,1
chiho-chiho,@f7f6076678d9481,2021-05-11T08:07:33.000Z,"スニーカーアプリで買って届いた品物開けたら、ゴキブリの死骸が入ってた。思いきって買ったのに。
#スニーカー
#NIKE
#OffWhite
#スニーカーアプリ",1,,2
La Birba,@labirba012,2021-05-11T08:06:39.000Z,"#Outfit bimbo 7 anni #nuoviarrivi
Maglia #AntonyMorato
Pantaloncini #Armani
Scarpe #Nike n° 33
La Birba - #Inzago
Info disponibilità sul sito http://labirba.com",,,
Gian,@DataVizOvertime,2021-05-11T08:06:36.000Z,"Hi #Datafam,
@Jumpman23
 explorer #dataviz out
 

https://public.tableau.com/views/WhichJsareyoufeelingtoday/NikeJordanOGDatavizExplorer?:language=it&:display_count=y&:toolbar=n&:origin=viz_share_link…

Thnx to 
@FlerlageKev
 and 
@_CJMayes
 for tips
A few tricks and a lot of interactivity inside
#Nike #Jordan #Sneakers #Datafam #VOTD 
@tableaupublic
 #tableausoftware",5,4,36
compliance23,@compliance23,2021-05-11T08:05:31.000Z,#pg5 #nike https://instagram.com/p/COua8IGBWwF/?igshid=66pvrqrn3ur9…,,,
@jurij0001,@jurij0001,2021-05-11T08:02:51.000Z,"Combined problems in physics I will soon make another collection on these problems, but in the meantime, visit the store of my notes on the link in Bio. Sincerely, Yuri Kovalenok 
#physics #notes #art #students #distancelearning #ElonMusk #tshirt #Nike #adidas  #jurij0001 #tutor",,3,7
大村/メタルライダー,@omura0060,2021-05-11T08:02:26.000Z,"adidasみたいなパン見つけた
#NIKE",1,,1
カーマイン,@SNKRS_AJ6,2021-05-11T08:02:06.000Z,"モアテン欲しくなってきた。
#NIKE",,,
laces and traces,@lacesandtraces,2021-05-11T08:01:28.000Z,"I did it. This pair is insane. ⠀
⠀
____________________⠀
 ⠀
 Parra x Nike Air Max 1 2018⠀
 @lacesandtraces
⠀
⠀
____________________⠀
⠀
#nike #am1 #airmax1 #airmax #parra #pietparra #lacesandtraces",,,
三十路の親父,@EAZY_ENTERT,2021-05-11T08:00:14.000Z,"スニーカー
ファッション
ブログ更新しました
【 NIKE AIR FORCE 1 LOW 】

#スニーカー #発売情報 #NIKE #ナイキ【 NIKE AIR FORCE 1 LOW 】 : 三十路の親父のファッションライフ
【 NIKE AIR FORCE 1 LOW 】【発売日】５月１２日９：００〜【価格】１４３００円ストリートの定番から新登場
AIR FORCE 1が最新型にアップデートされて登場
misoji-oyaji.blog.jp",,,
MDH Teamwear & Trophies,@mdhteamwear,2021-05-11T08:00:01.000Z,"TEAMWEAR TUESDAY !!!

The #Nike Academy 21 Training Range which is a data-driven design involving hundreds of players — especially #WomensFootball — ensuring a stretchy, sweat-wicking fit for all.

For more info 
 

 sales@mdhteamwear.co.uk

#MDHTeamwear #Football #Sport",,,2
ツシマのスニーカー動画まとめ,@tsushima1986,2021-05-11T07:58:15.000Z,"NIKE SB DUNK LOW “PINK PIG”
https://tsushima.jp/nike-sb-dunk-low-pinkpig/… 
@tsushima1986
より #NIKE #PINKPIGNIKE SB DUNK LOW “PINK PIG” – ツシマのスニーカー動画まとめサイト｜NIKE、adidas、他
おーたせんせいの動画紹介です。動画が気に入った方はチャンネル登録お願いします。
tsushima.jp",,1,8
TITA,@MB97PP,2021-05-11T07:57:16.000Z,"Nike air monarch iv ลดเหลือ 2,100 ค่า
 พร้อมโอนลดได้ค่ะ
#เสื้อผ้ามือสอง #พรีออเดอร์เกาหลี #รองเท้ามือสอง #ส่งต่อเสื้อผ้ามือสอง #nike #adidas #รับหิ้ว #คสอมือสอง #ไว้ขายของห้ามรีวิวโว้ยย #พรีออเดอร์เกาหลี #พรีเกาหลี #บตบก #เสื้อมือสอง #ส่งต่อเสื้อผ้า #ส่งต่อเสื้อผ้ามือสองQuote Tweet
TITA
@MB97PP
 · Apr 30
nike air monarch iv ไซซ์ 7.5us /25.5cm (แนะนำบวก0.5-1cmจากไซซ์ปกติ) มือ1 แค่ลองค่ะ ของแท้
 กดเองจากเว็บnike ขอหลักฐานได้ค้าบ 
 Price 2,200 ส่งฟรี
#เสื้อผ้ามือสอง #พรีออเดอร์เกาหลี #รองเท้ามือสอง #ส่งต่อเสื้อผ้ามือสอง #nike #adidas #รับหิ้ว #คสอมือสอง #ไว้ขายของห้ามรีวิวโว้ยย",,,1
La pagina delle offerte,@Lapaginaofferte,2021-05-11T07:56:44.000Z,"Gli shorts Nike combinano tecnologia traspirante e tessuto leggero per pelle asciutta e il massimo comfort.
https://amzn.to/3eypK3Y

#Shorts #Nike #Offerte #shoppingonlineNike - PRO Dri-Fit Hbr Shorts, Pantaloni Uomo
Nike - PRO Dri-Fit Hbr Shorts, Pantaloni Uomo
amazon.it",,,
HANON,@hanonshop,2021-05-11T07:50:12.000Z,"Nike SB Dunk High Pro ""No Signal"" launches via an ONLINE RAFFLE which will be live until Friday 14th May 12:00BST
#hanon #nike #nikesb #nikedunk 
https://bit.ly/3uC5kg5",,1,5
小比類巻,@xdD4N8rtoxpIMHV,2021-05-11T07:48:50.000Z,"人気のスニーカーかわいい！

本当にかわいい！

真っ白でシンプルな姿で、はき心地もいいです。 

スタイリッシュな中に可愛らしさもあります。

たくさん履きたいです すごくいい感じです。

 #NIKE  https://a.r10.to/hD79iO",,,
M&M Kicks and Apparel,@KicksApparel,2021-05-11T07:47:34.000Z,"For Sale
Nike Dunk High Syracuse W (2021)

#mmka #mmka2021 #kiddbuiltit #syracusedunkshigh #womens #nike #wesellkicks #explorepage #fyp #follow #repost https://instagram.com/p/COuY4qFjkY8/?igshid=ah08wbgeb0sx…",,,
あい,@ai_slowstarter,2021-05-11T07:45:32.000Z,"ﾜｰｲヽ(*´▽)ノ♪ﾜｰｲ
日曜日の午前中にお友達姉妹が家までbirthdayプレゼント
を持って来てくれました
ドルガバのスクラッチバッグとナイキのスニーカー
何だか勿体なくて使えてない
笑
ちゃんと使うからねー(*´∇｀*)
#バースデイ 
#プレゼント 
#nike 
#ドルガバ
#ありがとう",2,,38
赤ちゃん@楽天room目指せSランク,赤ちゃん@楽天room目指せSランク,2021-05-11T07:45:11.000Z,"2足購入で600円off、3足購入で1000円offクーポン使える(*`･ω･´)

#nike #airmax90 #エアマックス90Quote Tweet
赤ちゃん@楽天room目指せSランク
@ComYtaro
 · 8h
NIKE AIR MAX 90 SLIDEのSAIL/GUM YELLOW/BLACK在庫あります！(*`･ω･´)

サイズは24～29cmで、5月下旬入荷予定！

200円offクーポンもあり！
人気なので急いでー！(⌯¤̴̶̷̀ω¤̴̶̷́)✧

#nike #AirMax90 #エアマックス90 #サンダル #ファッション #楽天 
https://room.rakuten.co.jp/room_97787499e1/1700117132792415?scid=we_rom_iphoneapp_id_others…",,,2
Ashley Mungai,@OneJiko,2021-05-11T07:41:37.000Z,"Men shoes

#Nike #airmaxQuote Tweet
Vitu Vizuri
@VizuriVitu
 · 8h
Men shoes 
Nike airmax 
Size 40 to 45 
 Price: @3500/-
 0737084225 WhatsApp only!
.
.
.
.
.
#menshoes #menstyle #nikeairmax #comfort #quality #great",,,
@2016amora,@2016amora,2021-05-11T07:28:41.000Z,"So good I had to share! Check out all the items I'm loving on 
@Poshmarkapp
 from 
@oliviasshop
 #poshmark #fashion #style #shopmycloset #nike #dooneybourke #polobyralphlauren: https://posh.mk/YMGgV5vmagb",,,1
Rockmyworld,@Ymcneil65,2021-05-11T07:28:41.000Z,"So good I had to share! Check out all the items I'm loving on 
@Poshmarkapp
 #poshmark #fashion #style #shopmycloset #nike #oscardelarenta #freepeople: https://posh.mk/r8tB23vmagb",,,
Stephanie R. Tinney,@srtinney28,2021-05-11T07:28:40.000Z,"So good I had to share! Check out all the items I'm loving on 
@Poshmarkapp
 #poshmark #fashion #style #shopmycloset #anthropologie #nike #nakedzebra: https://posh.mk/RSXdJ1vmagb",,,
ryon is byke from the moon,@r_saunds_21,2021-05-11T07:28:38.000Z,"So good I had to share! Check out all the items I'm loving on 
@Poshmarkapp
 #poshmark #fashion #style #shopmycloset #nike #sperry: https://posh.mk/ZwlEWRvmagb",,,
